"","cust_id","promo_sensitivity"
"1",799924,0.58293649449024
"2",1889991,0.588101358042332
"3",2109544,0.637041070955347
"4",7629630,0.511526092151125
"5",7669833,0.539620977398004
"6",7739787,0.622744192078882
"7",8639635,0.730814730105245
"8",10329832,0.683979448756939
"9",11789884,0.708159648414415
"10",16739664,0.669192139037321
"11",16829885,0.655413136934589
"12",18409710,0.337478709680319
"13",18539540,0.553068545334001
"14",18909750,0.662292154142883
"15",21159716,0.645976522543652
"16",21579922,0.727567025347362
"17",24179544,0.726392715105454
"18",26499927,0.632047259677528
"19",26769899,0.657809372146442
"20",27999642,0.573489795443183
"21",28659946,0.443494989837308
"22",31879773,0.607913742323382
"23",37359574,0.727807266357852
"24",37449943,0.758603741279262
"25",37719816,0.305895975213937
"26",38479729,0.572557737695755
"27",38959697,0.525666933867876
"28",41459822,0.642295398026628
"29",41579936,0.416291448789319
"30",41709604,0.616316194685578
"31",41709665,0.569529213583859
"32",42469999,0.395089525404293
"33",43769997,0.548335866097172
"34",46619809,0.496195631943651
"35",47779590,0.664965077184771
"36",50759829,0.528152108112319
"37",51079908,0.578539080255659
"38",52039852,0.641752252126227
"39",53179975,0.405132442557092
"40",54069996,0.487700439092377
"41",55699764,0.516616801963711
"42",56659977,0.524337686942752
"43",56969964,0.584169582252483
"44",58159515,0.553930923833282
"45",59719949,0.786273202961184
"46",61279763,0.565551539496689
"47",62949989,0.615467344441932
"48",63039914,0.562542698891464
"49",64599801,0.597003979267439
"50",66789769,0.572299924032183
"51",68009981,0.61097893765969
"52",68299561,0.548377743467224
"53",72549599,0.535300760925887
"54",72729561,0.534002824983454
"55",74049890,0.606165600972205
"56",75339977,0.530724556327519
"57",78359952,0.46824300317624
"58",78669634,0.623262841654352
"59",79309672,0.586320076734265
"60",80159622,0.521406381988692
"61",81519841,0.562140839658199
"62",81879929,0.709577072800524
"63",82639994,0.610582760965285
"64",82799990,0.429777083339229
"65",84299911,0.647601924054995
"66",85149539,0.608857918649341
"67",87629985,0.744600226052013
"68",89729948,0.698916517552847
"69",89869811,0.469353905587035
"70",91139797,0.647653952335586
"71",93379871,0.568095926459849
"72",93789936,0.853351528735217
"73",97879953,0.536549470158005
"74",99439924,0.773455181072995
"75",2029760,0.732488241791253
"76",3549558,0.528366359598744
"77",4289603,0.466726982842712
"78",9089753,0.703228368691712
"79",10519992,0.660351018072418
"80",11879968,0.613757490688066
"81",13559676,0.578282544315168
"82",15310000,0.655050856803265
"83",15549888,0.639508625356399
"84",15819652,0.555177043136324
"85",15819895,0.775439886604471
"86",16329990,0.722606239430417
"87",20799654,0.691564135870494
"88",22179626,0.763844432699896
"89",23039531,0.350027025465546
"90",23259899,0.694792484878751
"91",24679862,0.522905174358669
"92",27929598,0.492336453644231
"93",30919926,0.568159814781033
"94",32289868,0.576857672322096
"95",34409978,0.611999594352968
"96",34549548,0.594653789704136
"97",35359972,0.525169091921181
"98",35699915,0.619318952611596
"99",36779796,0.649001110147327
"100",38889633,0.480674160697669
"101",39139826,0.57055476720068
"102",40029833,0.579333795938002
"103",41369994,0.488787202198738
"104",41979817,0.686829190389322
"105",44209904,0.445123311444001
"106",44419979,0.135712741729197
"107",45459951,0.643334934417542
"108",45849808,0.545256072321404
"109",46079888,0.548586067993253
"110",48819714,0.567582041696663
"111",49929918,0.5931291763303
"112",50639879,0.448807129791595
"113",50939655,0.582405494609792
"114",51169803,0.70089131861184
"115",51289528,0.512265525152435
"116",53229603,0.650403959154702
"117",54369934,0.624626795888871
"118",54729532,0.277642447233836
"119",55339615,0.59977966024937
"120",59869993,0.465092653957927
"121",60719983,0.587639357565791
"122",61209544,0.562492988238721
"123",70599860,0.534629787612459
"124",71179887,0.50718137559001
"125",72659597,0.686198979351685
"126",73159973,0.689342089265193
"127",73669554,0.627685454810758
"128",74429670,0.627954317466327
"129",76079817,0.665591510353838
"130",77329638,0.818222780103194
"131",80089813,0.60087738821464
"132",80369908,0.669555084318396
"133",80519632,0.574599606810398
"134",81679574,0.68622550790774
"135",81699634,0.663211987657132
"136",83109639,0.481712025202159
"137",86709958,0.61122671395987
"138",87729628,0.444904929049569
"139",89089557,0.290815583659351
"140",89229558,0.663552701166826
"141",90189703,0.519186666850719
"142",90619678,0.559653696655916
"143",91669577,0.533534879134295
"144",92069832,0.552510076225163
"145",93209985,0.425543529594476
"146",94389911,0.651346326316911
"147",94909934,0.452597699759202
"148",97339814,0.26465023779554
"149",99569634,0.653265369142704
"150",99899717,0.554874823043117
"151",329968,0.725436170120652
"152",1139738,0.578480543811124
"153",1279966,0.535579623520451
"154",15769920,0.487769250400167
"155",15979711,0.449032112604316
"156",21189832,0.701019504011728
"157",22119614,0.751672230611721
"158",22869555,0.269401132299473
"159",23669979,0.54278868801414
"160",29989718,0.497281791075123
"161",30699587,0.736190358137392
"162",31379599,0.668545105327452
"163",31419913,0.648521345933842
"164",34639975,0.699968419746606
"165",35489977,0.59408063548342
"166",37089659,0.595788968588253
"167",38559992,0.439825014394525
"168",38669905,0.565184219937196
"169",41539590,0.49490781301034
"170",42799553,0.419902492078568
"171",44599687,0.520400469503056
"172",50939995,0.565782216593276
"173",51939992,0.635378871755823
"174",52189993,0.622498499318367
"175",54929978,0.695123409392487
"176",54999909,0.410436176708975
"177",57399832,0.517148006947138
"178",58899766,0.497673203409821
"179",60619555,0.650871074811075
"180",65179986,0.471232398252102
"181",72759832,0.59745186904617
"182",75809949,0.570818182144775
"183",83589994,0.693917007473096
"184",85259753,0.559339202056572
"185",86509985,0.462265470343509
"186",96279994,0.655290243639589
"187",96749681,0.641910339531852
"188",96779944,0.564174242008547
"189",550000,0.589324797388084
"190",1999671,0.436756741968215
"191",6149849,0.530327631376362
"192",9489849,0.591814133510993
"193",10209992,0.561242555668139
"194",10669538,0.716378876502355
"195",10709961,0.27478540322026
"196",13969766,0.454550507109902
"197",15669814,0.587434135676175
"198",18869934,0.524645437545236
"199",19179512,0.502686500690633
"200",19909975,0.595726089847915
"201",21549599,0.41824430718842
"202",31079522,0.63595259472188
"203",31529975,0.704154547453155
"204",33169596,0.462372552260235
"205",37549523,0.390011095399069
"206",49359922,0.668462161625282
"207",59709872,0.601280083610114
"208",61389597,0.569722828285198
"209",64299942,0.538037665191966
"210",64859710,0.590036374724355
"211",65289989,0.530178713077272
"212",67089873,0.497864180235454
"213",70459591,0.743941811414248
"214",71329542,0.349174021256341
"215",71869923,0.379944071687487
"216",73129561,0.739297212941066
"217",73139771,0.722375990429357
"218",75269948,0.606185993764654
"219",77569887,0.317051368615422
"220",80969585,0.502240721281891
"221",82919813,0.739857475741127
"222",84909677,0.466120867477123
"223",85259620,0.703394563617019
"224",87479548,0.646601054346908
"225",88279616,0.706786884521005
"226",88439730,0.730784929243844
"227",89989551,0.61631477754099
"228",93919987,0.308947584023676
"229",94309610,0.743877354106527
"230",95799566,0.604749530184957
"231",96659926,0.424908166396438
"232",96829926,0.641055149648243
"233",98489918,0.650828260667238
"234",749556,0.879893010696368
"235",1459955,0.777154462518267
"236",2169803,0.63830951615988
"237",7569890,0.512486331420697
"238",11669833,0.788786100013701
"239",13129627,0.549278700227416
"240",13929992,0.339992037563875
"241",14509826,0.579073855629616
"242",18569576,0.701740919854755
"243",18900000,0.520760243146664
"244",21889600,0.551076643119898
"245",23479859,0.440317381799417
"246",23839751,0.444887530783216
"247",26589855,0.381874155219311
"248",26659928,0.591923450782614
"249",27809913,0.464093374483068
"250",28549996,0.53380101200391
"251",29989562,0.698882308813277
"252",32689582,0.447198792320447
"253",35119545,0.716458748236328
"254",36039996,0.695649020197352
"255",36829577,0.535420640763
"256",37259652,0.733693913446233
"257",37989556,0.394727213482168
"258",39669546,0.387406721654832
"259",42119554,0.590125761627594
"260",43519730,0.430625740615633
"261",45609976,0.631678358837401
"262",45959960,0.642641543951543
"263",48419623,0.59428820514927
"264",48549830,0.650367722605134
"265",49719951,0.478565785039957
"266",51789516,0.413620848167253
"267",54939899,0.630206498032281
"268",56679912,0.65854730127099
"269",56889552,0.298491433657029
"270",57549928,0.694044815242098
"271",59739753,0.721549095699365
"272",60879854,0.584583159312124
"273",61609986,0.488330412418084
"274",65139945,0.517099563455101
"275",66019821,0.579323423937017
"276",67459546,0.715298846162277
"277",71669903,0.605870602628885
"278",71819885,0.594589307374761
"279",74559817,0.526967053922281
"280",78339923,0.485356200452497
"281",78669648,0.522224404829638
"282",78789986,0.637626627567197
"283",81149779,0.602828117614605
"284",81239800,0.572321915570616
"285",81719591,0.502081764678603
"286",81769683,0.366883065124283
"287",82639687,0.611716369541139
"288",83579610,0.682237169466952
"289",83889926,0.637413153962402
"290",85909521,0.703255915145945
"291",86099615,0.482574030225726
"292",87609904,0.52302951312631
"293",89699524,0.494592722258224
"294",91079833,0.40317937210951
"295",92969652,0.553207186309879
"296",93979814,0.5369206678909
"297",95999982,0.370454638747173
"298",97149803,0.590599365970093
"299",97729819,0.54821608479119
"300",1179795,0.577589518078443
"301",2269534,0.669064559015062
"302",5069807,0.679133749753157
"303",7529982,0.72911018853869
"304",10229526,0.571797402829555
"305",10399953,0.49503251544725
"306",10569925,0.669718686228421
"307",11119662,0.470650028160177
"308",11319562,0.238131335026892
"309",12949792,0.645192636146031
"310",13689850,0.666940139771687
"311",15399932,0.729000405680211
"312",15659552,0.541965471779951
"313",17329573,0.514115590295151
"314",18079897,0.467922930694012
"315",18609600,0.617302915319289
"316",20429899,0.510993821259386
"317",23319645,0.635140223705595
"318",23319833,0.752915183664927
"319",23339994,0.65425003354039
"320",23929953,0.517135870162412
"321",25129731,0.389008692579541
"322",25399559,0.611931557527385
"323",25509648,0.70676732510828
"324",27009537,0.546410488401829
"325",31139798,0.450563617514313
"326",31929809,0.537841494608086
"327",32779934,0.658244282293626
"328",33269822,0.583697591888173
"329",35019716,0.654361861317705
"330",39729982,0.734834971239008
"331",39769980,0.561779537159641
"332",41029517,0.443526395594548
"333",44629969,0.537372907302741
"334",45649777,0.547741741880724
"335",45729762,0.664128690190216
"336",46109997,0.62312292770182
"337",46539981,0.613235972878717
"338",48109806,0.540693726652207
"339",49929593,0.730274244544082
"340",50199580,0.612961651070913
"341",52309908,0.623345869105001
"342",52499843,0.609300397172019
"343",52909570,0.755776111143531
"344",53249609,0.575722914837253
"345",53529975,0.635945947435542
"346",58199923,0.563356959855435
"347",61869951,0.453463050639359
"348",63019938,0.773432732791709
"349",63049872,0.595310016222517
"350",66239536,0.648093176948937
"351",68169950,0.640373554582368
"352",71509893,0.52749255975115
"353",72399600,0.529165315913183
"354",72629858,0.673488375889932
"355",73159551,0.348341585421214
"356",79439981,0.383869843310674
"357",79819893,0.607992027278143
"358",80179655,0.598466444436352
"359",82459905,0.514336725844505
"360",83149812,0.652678842728835
"361",83919699,0.541456572454647
"362",84079807,0.513808940984588
"363",84659856,0.697330698713276
"364",84789919,0.289512808540997
"365",85019945,0.590389574667047
"366",85419731,0.648424978629618
"367",87489993,0.717828866146367
