"","cust_id","cust_profit_percent"
"1",799924,0.601061659526281
"2",1889991,0.555646720669079
"3",2109544,0.653532687303215
"4",7629630,0.718447733064438
"5",7669833,0.645165623203663
"6",7739787,0.542864934141007
"7",8639635,0.590567451217762
"8",10329832,0.529129448942063
"9",11789884,0.614343041638551
"10",16739664,0.613607155944065
"11",16829885,0.571339838117886
"12",18409710,0.589883462257034
"13",18539540,0.564835746106561
"14",18909750,0.653475381882302
"15",21159716,0.618175124538922
"16",21579922,0.630305876288118
"17",24179544,0.600162892324316
"18",26499927,0.503999708392866
"19",26769899,0.672413592301265
"20",27999642,0.669195271093113
"21",28659946,0.608965999181828
"22",31879773,0.59362392730154
"23",37359574,0.629372704314805
"24",37449943,0.591427878384198
"25",37719816,0.66509465330918
"26",38479729,0.588192846245109
"27",38959697,0.631719947514659
"28",41459822,0.571502732670654
"29",41579936,0.649045421058387
"30",41709604,0.503041098218556
"31",41709665,0.562968382178661
"32",42469999,0.61376280455658
"33",43769997,0.585855890113808
"34",46619809,0.568165611082329
"35",47779590,0.618841917310584
"36",50759829,0.621504574262435
"37",51079908,0.64409920684687
"38",52039852,0.627965205406171
"39",53179975,0.61006119847699
"40",54069996,0.637673466074777
"41",55699764,0.627651147250927
"42",56659977,0.590396447496079
"43",56969964,0.63182648512428
"44",58159515,0.544514601901312
"45",59719949,0.588272046267206
"46",61279763,0.637377922425104
"47",62949989,0.590093917793659
"48",63039914,0.658257736268755
"49",64599801,0.615810083826364
"50",66789769,0.638061276832778
"51",68009981,0.539107934641213
"52",68299561,0.595722861759279
"53",72549599,0.60222217291942
"54",72729561,0.635944087225343
"55",74049890,0.611688136024683
"56",75339977,0.707289647550184
"57",78359952,0.691778319210162
"58",78669634,0.636991253421667
"59",79309672,0.596743294791418
"60",80159622,0.553572795436076
"61",81519841,0.616174678385585
"62",81879929,0.634280653507696
"63",82639994,0.590448495278925
"64",82799990,0.652305262633602
"65",84299911,0.624044749841579
"66",85149539,0.609190284935495
"67",87629985,0.66839804117274
"68",89729948,0.585780655104453
"69",89869811,0.490292532602625
"70",91139797,0.639884869815641
"71",93379871,0.59487097081052
"72",93789936,0.630413933417818
"73",97879953,0.505701390837523
"74",99439924,0.73686585458175
"75",2029760,0.67565922248722
"76",3549558,0.573497679373544
"77",4289603,0.607015888812623
"78",9089753,0.619081935557366
"79",10519992,0.672348840046018
"80",11879968,0.76814268212072
"81",13559676,0.65751261427438
"82",15310000,0.599619899636975
"83",15549888,0.701456414798104
"84",15819652,0.6191935731309
"85",15819895,0.587875320019577
"86",16329990,0.560473018600136
"87",20799654,0.569575355550797
"88",22179626,0.546439385918939
"89",23039531,0.616055352833796
"90",23259899,0.787711492168383
"91",24679862,0.606057619737362
"92",27929598,0.577080084472136
"93",30919926,0.566371424961217
"94",32289868,0.672864974129607
"95",34409978,0.578726586806913
"96",34549548,0.658078506310807
"97",35359972,0.645340229279782
"98",35699915,0.693740539128174
"99",36779796,0.626324333003417
"100",38889633,0.598483680089805
"101",39139826,0.622050843963156
"102",40029833,0.67796086545916
"103",41369994,0.597378948647942
"104",41979817,0.613623574900295
"105",44209904,0.580995489057841
"106",44419979,0.664492742305128
"107",45459951,0.583081304822074
"108",45849808,0.663881698713503
"109",46079888,0.66879889238766
"110",48819714,0.64128941217138
"111",49929918,0.65812686172547
"112",50639879,0.634112566384169
"113",50939655,0.619434784845052
"114",51169803,0.568091066698146
"115",51289528,0.616975832193169
"116",53229603,0.620454620810696
"117",54369934,0.663812235872295
"118",54729532,0.739439684485539
"119",55339615,0.633931126320036
"120",59869993,0.594464039268653
"121",60719983,0.619040447134872
"122",61209544,0.618095650570605
"123",70599860,0.585138006695237
"124",71179887,0.65924780611386
"125",72659597,0.67493247996216
"126",73159973,0.572007904958577
"127",73669554,0.578850578643655
"128",74429670,0.601697954156942
"129",76079817,0.578593319701824
"130",77329638,0.590803548896214
"131",80089813,0.648982023032984
"132",80369908,0.594954240672393
"133",80519632,0.641096348242679
"134",81679574,0.676669258596366
"135",81699634,0.463500457075336
"136",83109639,0.671275149885558
"137",86709958,0.576851115105298
"138",87729628,0.62344642875191
"139",89089557,0.631970525079152
